Year,Date,Title,Words,URLs,Categories
2009,06-05-2009,"Track RSS Feed Subscriptions Using Google Analytics",918,https://www.ampercent.com/track-rss-subscriptions-google-analytics/2107/,General
2009,09-05-2009,"7 Hacks to Reduce Firefox Memory Usage without Reinstalling",863,https://www.ampercent.com/reduce-firefox-memory-usage-hacks/1637/,General
2009,11-05-2009,"Create Pie charts &#8211; Bar Graphs &#8211; Venn Diagrams Online with Free tools",395,https://www.ampercent.com/create-pie-charts-bar-graphs-venn-diagrams-online/1820/,General
2009,28-05-2009,"A Portable Screen capture Software that Runs from Your USB drive",471,https://www.ampercent.com/portable-screen-capture-software/1287/,General
2009,07-06-2009,"7 reasons why we Use and Recommend Doreo Hosting",530,https://www.ampercent.com/use-doreo-hosting/2257/,General
2009,26-06-2009,"9 ways to Find Unregistered and Interesting Domain Names",587,https://www.ampercent.com/find-unregistered-interesting-domain-names/1466/,General
2009,29-06-2009,"3 ways to Prevent USB Drives from Auto running Programs",482,https://www.ampercent.com/stop-usb-drive-autorun/2348/,General
2009,29-06-2009,"10 Exercises to Remove Eye strain While Working Infront of Computer",1085,https://www.ampercent.com/exercises-remove-eye-strain-working-computer/1371/,General
2009,05-07-2009,"Avoid Email Spam Using temporary Disposable Email Addresses",525,https://www.ampercent.com/temporary-disposable-email-addresses/1554/,General
2009,07-07-2009,"9 ways to Search Multiple Search Engines together",813,https://www.ampercent.com/multiple-search-engines-together/1521/,General
2009,11-07-2009,"Link Multiple Gmail accounts and check email at One place",644,https://www.ampercent.com/link-check-multiple-gmail-accounts/2356/,General
2009,26-07-2009,"Basic On-page SEO Best Practices for new WordPress Blogs",1718,https://www.ampercent.com/seo-best-practices-wordpress-blogs/2645/,General
2009,27-07-2009,"List of Video to Audio Converter Tools and Services",747,https://www.ampercent.com/video-to-audio-converter/2707/,General
2009,31-07-2009,"9 Things to do “ When there is Nothing to Blog About “",677,https://www.ampercent.com/nothing-to-blog/2659/,General
2009,05-08-2009,"Learn to generate new post ideas when you don’t have one",1253,https://www.ampercent.com/generate-post-ideas/2849/,General
2009,09-08-2009,"Create an XML Sitemap for WordPress , Blogger and Static Websites",747,https://www.ampercent.com/create-xml-sitemap-websites-blogs/2682/,General
2009,14-08-2009,"5 Free tools to Recover Hard Drive Space on Windows",698,https://www.ampercent.com/recover-hard-drive-space-windows/2914/,General
2009,02-09-2009,"7 ways to Open Microsoft Excel Spreadsheets Without Excel Software",605,https://www.ampercent.com/open-excel-document-without-excel/2765/,General
2009,04-09-2009,"How to Read Emails as an RSS Feed and Save time",479,https://www.ampercent.com/read-emails-rss-feeds/2753/,General
2009,06-09-2009,"View and Download Facebook albums and Flickr photos using a Desktop application",479,https://www.ampercent.com/download-facebook-flickr-photos-desktop-software/3039/,General
2009,14-09-2009,"WordPress permalinks FAQ : Your Guide to choosing the right Permalink Structure",1638,https://www.ampercent.com/wordpress-permalink-guide/2871/,General
2009,16-09-2009,"Create pie charts online with Free tools",545,https://www.ampercent.com/create-pie-charts-online/3087/,General
2009,19-09-2009,"An Interview with Harsh Agrawal of Shoutmeloud",1704,https://www.ampercent.com/interview-harsh-shoutmeloud/3113/,General
2009,23-09-2009,"WordPress Post Slugs : How to improve your Article URLS ?",968,https://www.ampercent.com/wordpress-post-slugs/3129/,General
2009,01-10-2009,"Twitter Tools that Save Your Time – Get Productive on Twitter",927,https://www.ampercent.com/twitter-tools-save-time/2717/,General
2009,12-10-2009,"Useful Windows Live Writer Plugins for Power blogging",1626,https://www.ampercent.com/useful-windows-live-writer-plugins/2695/,General
2009,13-10-2009,"An Interview With Kevin Muldoon From Blogging Tips",1418,https://www.ampercent.com/kevin-muldoon-blogging-tips-interview/3343/,General
2009,14-10-2009,"5 Best Screen Capture Tools to Take and Share Screenshots",1181,https://www.ampercent.com/best-screen-capture-tools/3304/,General
2009,16-10-2009,"How to make a Deleted File Unrecoverable",796,https://www.ampercent.com/make-deleted-data-unrecoverable/3155/,General
2009,21-10-2009,"Create Flow charts and Network diagrams online with Lovely charts",493,https://www.ampercent.com/create-flow-charts-diagrams-online/3265/,General
2009,26-10-2009,"An Interview with Raju of Technically Personal",827,https://www.ampercent.com/technically-personal-interview/3548/,General
2009,31-10-2009,"How to post long tweets that are more than 140 characters",789,https://www.ampercent.com/post-long-tweets/3416/,General
2009,09-11-2009,"How to use Google Docs as a Blogging Tool and Post Blog Entries",868,https://www.ampercent.com/post-blog-entries-google-docs/3446/,General
2009,11-11-2009,"How to Appear Invisible in Facebook Chat",646,https://www.ampercent.com/appear-invisible-in-facebook-chat/3708/,General
2009,16-11-2009,"3 ways to Manage WordPress Comments from Desktop",756,https://www.ampercent.com/manage-wordpress-comments-desktop-tools/3503/,General
2009,26-11-2009,"How to Sync Bookmarks between Firefox, Chrome and Other Browsers Automatically",559,https://www.ampercent.com/sync-bookmarks-multiple-browsers-firefox-chrome-ie/3819/,General
2009,28-11-2009,"How to Encrypt and Decrypt Files in Windows With Password Protection",740,https://www.ampercent.com/encrypt-decrypt-files-windows/3778/,General
2009,30-11-2009,"How to Share a File With Your Facebook Friends",490,https://www.ampercent.com/attach-share-files-facebook-friends/3880/,General
2009,05-12-2009,"Desktop Background Slideshow &#8211; Rotate desktop backgrounds in Windows 7",477,https://www.ampercent.com/enable-desktop-background-slideshow-in-windows-seven/3665/,General
2009,14-12-2009,"How to Install a Local WordPress Blog and Transfer it in Web Server",1517,https://www.ampercent.com/how-to-install-a-local-wordpress-blog-and-transfer-it-in-web-server/3856/,General
2009,18-12-2009,"Rotate desktop backgrounds automatically in XP using Microsoft’s own tool",599,https://www.ampercent.com/rotate-desktop-background-automatically-in-xp-vista/3672/,General
2009,22-12-2009,"How to Completely Back up Your Blog in WordPress and Blogger",641,https://www.ampercent.com/completely-back-up-blog-wordpress-blogger/3387/,General
2009,23-12-2009,"How to Create Zip Files Online",714,https://www.ampercent.com/create-zip-files-online-tools/4238/,General
2010,04-01-2010,"Create Collage, Animations or Edit Your Pictures Using Picture2life",856,https://www.ampercent.com/picture2life-edit-collage-animate-pictures-online/4260/,General
2010,08-01-2010,"How to Create Icon Files in Windows and with Online Tools",669,https://www.ampercent.com/create-icon-files-windows-online-tools/4377/,General
2010,09-01-2010,"Monitor Internet Data Usage Stats for Any Multi/Single-user Network",667,https://www.ampercent.com/control-internet-data-usage/4572/,General
2010,11-01-2010,"Blogging platforms that lets you blog from your Phone",570,https://www.ampercent.com/mobile-posting-wordpress-typepad-livejournal-blogger/2822/,General
2010,18-01-2010,"Make your Blog Printer Friendly : Code and CSS for Printing a Webpage",633,https://www.ampercent.com/make-your-blog-printer-friendly-code-and-css-for-printing-a-webpage/1485/,General
2010,19-01-2010,"How to And How Not to Auto Loop Or Autoplay Youtube Videos",444,https://www.ampercent.com/view-embed-auto-loop-play-youtube-videos/4668/,General
2010,23-01-2010,"How to Hotlink Protect Images Of Your Blog When Stored in Different Subdomain",1303,https://www.ampercent.com/hotlink-protect-images-different-subdomain-rss/4468/,General
2010,27-01-2010,"Open any Website from Firefox With a Hotkey You don’t have to remember",519,https://www.ampercent.com/open-bookmarks-firefox-hotkey/2770/,General
2010,01-02-2010,"Firefox Addons &ndash; That Make Me More Productive",826,https://www.ampercent.com/productive-firefox-addons/4871/,General
2010,05-02-2010,"How to Lock Opened Windows, Running Programs And Minimized Apps",514,https://www.ampercent.com/how-to-lock-opened-windows-and-running-programs/4809/,General
2010,07-02-2010,"How to Transfer WordPress Blog From One Host to Another",905,https://www.ampercent.com/transfer-wordpress-blog-from-one-host-to-another/4726/,General
2010,10-02-2010,"How to Show Category and Tag Descriptions In WordPress Theme",499,https://www.ampercent.com/how-to-show-category-and-tag-descriptions-in-wordpress-theme/4813/,General
2010,15-02-2010,"Portable Productivity Applications for Windows",555,https://www.ampercent.com/portable-productivity-applications-for-usb-windows/4989/,General
2010,19-02-2010,"The Best Sites to Create Anonymous Email Addresses",534,https://www.ampercent.com/create-anonymous-email-addresses/5227/,General
2010,22-02-2010,"33 Useful Bookmarklets to Search From Your Browser",967,https://www.ampercent.com/useful-search-bookmarklets/5269/,General
2010,23-02-2010,"How To Close or Minimize All Open Windows At Once",348,https://www.ampercent.com/close-all-open-windows/5072/,General
2010,26-02-2010,"Windows Media Player Guide: 15 Tips and Tricks You may not Know",1162,https://www.ampercent.com/win-media-player-help-tips-tricks/5330/,General
2010,03-03-2010,"Kill Windows Services, Running Programs and Open Windows With a Click And Restore them Later",515,https://www.ampercent.com/close-windows-programs-restore-later/5352/,General
2010,06-03-2010,"4 Online Tools to Extract, Convert and Send Zipped Files Online",645,https://www.ampercent.com/convert-and-extract-zip-rar-files-online/5358/,General
2010,06-03-2010,"How To Install WordPress in Windows XP, Windows Vista and Windows7 Using Bitnami WordPress Stack",500,https://www.ampercent.com/install-wordpress-in-windows-vista-windows7/5371/,General
2010,08-03-2010,"Read It Later &#8211; Online Tool For Saving Links to Read later",496,https://www.ampercent.com/read-it-later-chrome-firefox-iphone/4983/,General
2010,10-03-2010,"Windows Clipboard Guide: How to do Things with Windows Clipboard",932,https://www.ampercent.com/windows-clipboard-guide-tips-tricks/4964/,General
2010,11-03-2010,"How to Load Separate CSS Files For Different Browsers",553,https://www.ampercent.com/load-separate-css-for-different-browsers/4750/,General
2010,17-03-2010,"How to Customize WordPress Category Feeds With Feedburner",572,https://www.ampercent.com/exclude-posts-feedburner-wordpress/5430/,General
2010,17-03-2010,"How to Clear Firefox Browsing History, Cookies And Login Data For a Specific Website",648,https://www.ampercent.com/clear-firefox-browsing-history-specific-websit/5433/,General
2010,20-03-2010,"How to Share and Play Songs on Facebook With Friends",817,https://www.ampercent.com/play-mp3-songs-facebook-profile/5438/,General
2010,22-03-2010,"How To Share Internet Over Wireless In Windows 7 and Vista",810,https://www.ampercent.com/share-internet-connection-wireless/5437/,General
2010,22-03-2010,"4 Most Useful Tweaks For Internet Explorer Favorites",666,https://www.ampercent.com/change-search-backup-internet-explorer-favorites-folder-location/5389/,General
2010,23-03-2010,"How to Lock Windows XP Using Your USB Drive",839,https://www.ampercent.com/lock-pc-with-usb-drive/5411/,General
2010,23-03-2010,"Increase The Font Size of Firefox Address Bar, Toolbars And Menu Bars",514,https://www.ampercent.com/increase-firefox-address-bar-font-size/5472/,General
2010,25-03-2010,"Add a Tweet This Button On WordPress and Blogger Without Using any Plugin",577,https://www.ampercent.com/add-tweet-this-button-wordpress-blogger-theme/5483/,General
2010,25-03-2010,"Quickly Clear Firefox Browser Cache using Empty Cache Firefox Add-on",573,https://www.ampercent.com/quickly-clear-firefox-cache/5497/,General
2010,01-04-2010,"Add Tattoos In Your Photos Without Using Image Editing Programs",323,https://www.ampercent.com/create-tattoos-body-art-online/5485/,General
2010,07-04-2010,"Turn Pictures into Comics Strips Online",453,https://www.ampercent.com/turn-pictures-into-comics-strips-online/5462/,General
2010,11-04-2010,"Use Google Docs to Create Pie Charts and Graphs",570,https://www.ampercent.com/create-charts-with-google-docs/5571/,General
2010,16-04-2010,"Clear Browser Cache and Browsing History in Google Chrome",894,https://www.ampercent.com/clear-browser-cache-and-browsing-history-in-google-chrome/5715/,General
2010,19-04-2010,"How to Transfer A Self Hosted WordPress Blog To Blogger Without Losing PageRank And Traffic",1614,https://www.ampercent.com/wordpress-to-blogger-migration/4882/,General
2010,26-04-2010,"Find What Your Facebook Friends Are &#8220;Liking&#8221; Across the Web",540,https://www.ampercent.com/find-facebook-friends-likes/5776/,General
2010,26-04-2010,"5 Tools to Remember Complex Passwords",981,https://www.ampercent.com/remember-complex-passwords/5749/,General
2010,27-04-2010,"Upload and Share Powerpoint Presentations With Facebook Friends",480,https://www.ampercent.com/upload-powerpoint-presentations-facebook/5769/,General
2010,27-04-2010,"NimiPlaces: Organize Desktop Folders and Shortcuts into Separate Stacks",504,https://www.ampercent.com/nimiplaces-organize-desktop-folders-and-shortcuts-into-separate-stacks/5790/,General
2010,28-04-2010,"Share Keyboard and Mouse among Two Computers Connected Via LAN",629,https://www.ampercent.com/share-keyboard-and-mouse-among-two-computers-connected-via-lan/5794/,General
2010,04-05-2010,"Create Sticky Notes From Desktop and Send them to Twitter, Facebook or Email",687,https://www.ampercent.com/create-stickynotes-from-desktop-and-send-them-to-twitter-facebook-or-email/5866/,General
2010,05-05-2010,"How To Embed Tweets In Your Website Or Blog",468,https://www.ampercent.com/embed-tweets-blackbirdpie-quoteurl/5882/,General
2010,06-05-2010,"Remotely Control Your PC Using Just A Browser",673,https://www.ampercent.com/logmein-access-control-pc-remotely/5891/,General
2010,12-05-2010,"How to Control Who Sees your Facebook Photos and Albums",479,https://www.ampercent.com/make-facebook-photos-privat/5826/,General
2010,13-05-2010,"When You Should Ignore the Meta Description Tag?",485,https://www.ampercent.com/ignore-meta-description-tag/5939/,General
2010,14-05-2010,"How to Secure Your Wireless Home Network – Prevent Others From Stealing BandWidth",1145,https://www.ampercent.com/how-to-secure-your-wireless-network-connection/5923/,General
2010,15-05-2010,"Different Ways To Copy Text Without Formatting",573,https://www.ampercent.com/copy-text-without-formatting/5962/,General
2010,17-05-2010,"14 Twitter Applications That Serve A Different Purpose",1007,https://www.ampercent.com/weird-twitter-app/5967/,General
2010,18-05-2010,"Embed Real Time analytics in your Website",806,https://www.ampercent.com/embed-real-time-analytics-charts-stats/5885/,General
2010,19-05-2010,"How to Create a Popular Posts Page For Your WordPress Blog",1088,https://www.ampercent.com/show-popular-posts-wordpress-blog/6002/,General
2010,19-05-2010,"10 Stunning Clock Screensavers for Windows And Mac",679,https://www.ampercent.com/free-clock-screensavers/6015/,General
2010,22-05-2010,"How To Create a Branded URL Shortener in Your Own Domain",688,https://www.ampercent.com/branded-url-shortener-own-domain/6049/,General
2010,24-05-2010,"How to Create Password Protected Short URL’s Of Any Webpage Or A page of Your Site",474,https://www.ampercent.com/password-protect-short-urls/6067/,General
2010,27-05-2010,"How to Share Facebook Videos With People Not on Facebook",457,https://www.ampercent.com/share-facebook-videos-with-people-not-on-facebook/6081/,General
2010,28-05-2010,"How to Save And Export All Images Of A PowerPoint Presentation",556,https://www.ampercent.com/extract-images-from-powerpoint-presentation/5870/,General
2010,28-05-2010,"Monitor File and Folder Changes in Windows &#8211; Know When Other Users Change, Delete or Rename A File or Folder",713,https://www.ampercent.com/monitor-file-folder-changes/6094/,General
2010,29-05-2010,"VPS Hosting Outline : Everything You Need To Know",463,https://www.ampercent.com/vps-hosting/6096/,General
2010,29-05-2010,"How to Delete a Facebook account which is Impersonating you?",379,https://www.ampercent.com/delete-facebook-spam-account-impersonification/6098/,General
2010,30-05-2010,"Hibernate And Sleep Modes In Windows &#8211; Differences And Using Desktop Shortcuts",838,https://www.ampercent.com/desktop-shortcut-to-hibernate-windows/6100/,General
2010,31-05-2010,"Show or Prevent Adsense ads on Selected Posts in WordPress",482,https://www.ampercent.com/show-prevent-adsense-ads-on-selected-posts-wordpress/5053/,General
2010,01-06-2010,"The Best Sites to Share Music With Your Twitter Friends",702,https://www.ampercent.com/share-music-twitter/6108/,General
2010,05-06-2010,"How to Automatically Create PowerPoint Charts From an Excel Data Set",640,https://www.ampercent.com/create-powerpoint-charts-from-excel-data/6134/,General
2010,08-06-2010,"The Best Portable App Suites for Windows",485,https://www.ampercent.com/best-portable-app-suites/6097/,General
2010,13-06-2010,"How to Copy or Share Windows Clipboard Data Across Multiple Computers",481,https://www.ampercent.com/share-windows-clipboard-data-across-computers/6145/,General
2010,15-06-2010,"How to Change Folder BackGround in Windows Vista and Windows7",569,https://www.ampercent.com/set-image-folder-background-windows-vista-windows7/6155/,General
2010,19-06-2010,"Always Play YouTube Videos in High Definition Mode, When Viewing In Full Screen",480,https://www.ampercent.com/autoplay-youtube-videos-hd-full-screen/6203/,General
2010,24-06-2010,"Link to any Dropbox File or Folder Using a Short URL",338,https://www.ampercent.com/link-to-dropbox-files-folders-short-url/6215/,General
2010,25-06-2010,"How To Move The Core WordPress Files Of Your Blog to a Custom Directory",790,https://www.ampercent.com/move-core-wordpress-files-custom-directory/6211/,General
2010,28-06-2010,"How to Work with Date Functions in Microsoft Excel 2007",684,https://www.ampercent.com/excel-date-formalas-tips/6223/,General
2010,28-06-2010,"Use Gmail Search Operators to Quickly Find Old Emails in Gmail",1663,https://www.ampercent.com/search-emails-gmail-operators/6225/,General
2010,30-06-2010,"Windows Live Writer 2010, Wave 4: Best Desktop Blogging Client Ever",680,https://www.ampercent.com/windows-live-writer-2010/6222/,General
2010,06-07-2010,"Change Windows 7 Logon Screen Background Without Any 3rd Party Tool",593,https://www.ampercent.com/change-windows-7-logon-screen/6087/,General
2010,07-07-2010,"7 Excel ‘If’ Function Techniques You Need to Know",1000,https://www.ampercent.com/advanced-excel-if-formulas/6245/,General
2010,11-07-2010,"Top 7 Online Proofreading Tools for Documents",1034,https://www.ampercent.com/online-proofreading-tools-for-documents/6244/,General
2010,12-07-2010,"How to Enable or Disable Write Access On USB Ports in Windows",593,https://www.ampercent.com/enable-disable-write-access-usb-drive/6264/,General
2010,12-07-2010,"Play Farmville Without Being On Facebook",668,https://www.ampercent.com/play-farmville-without-facebook/6272/,General
2010,13-07-2010,"Solve 500 Error– Website is Temporarily Unavailable",688,https://www.ampercent.com/solve-500-error-website-not-available-problem/6280/,General
2010,13-07-2010,"Stop Sulking About Your Stolen Laptop, You Could Have Prevented It",497,https://www.ampercent.com/track-find-locate-stolen-missing-macbook-laptop-netbook/6277/,General
2010,18-07-2010,"4 Ways to Type the New Indian Rupee Symbol in MS Word",562,https://www.ampercent.com/type-new-indian-rupee-symbol-ms-word/6316/,General
2010,21-07-2010,"How to Quickly Launch Multiple Programs in Windows",491,https://www.ampercent.com/open-launch-multiple-windows-programs/6320/,General
2010,22-07-2010,"The Newer Design Of Digg &#8211; Screenshots",601,https://www.ampercent.com/the-newer-design-of-digg-screenshots/6323/,General
2010,24-07-2010,"4 Ways to Add Files to Dropbox Account",1010,https://www.ampercent.com/add-files-to-dropbox-account/6338/,General
2010,26-07-2010,"Best Tools to Batch Resize Images",480,https://www.ampercent.com/batch-resize-multiple-images/6339/,General
2010,30-07-2010,"The Best Tools For Local Twitter Search – Find Tweets From a Specific Geographic Location",768,https://www.ampercent.com/local-twitter-search-tools/6370/,General
2010,01-08-2010,"How to Create an “Email This Post” Widget For Your WordPress Blog",791,https://www.ampercent.com/email-this-post-widget-wordpress/6379/,General
2010,05-08-2010,"How to Embed Large Screenshots And Images in Your Blog or Website",628,https://www.ampercent.com/embed-add-large-images-screenshots-website/6389/,General
2010,08-08-2010,"How to Install a HeatMap Script in Your Website and Track Visitor Clicks",692,https://www.ampercent.com/install-website-heatmap-plugin/6406/,General
2010,10-08-2010,"How to Automatically Clear Firefox Cache, History, Cookies On Exit",660,https://www.ampercent.com/how-to-automatically-clear-firefox-cache-history-cookies-on-exit/6428/,General
2010,11-08-2010,"How to Use Dropbox to Host a Static Website For Free",741,https://www.ampercent.com/host-static-website-dropbox-free-webhosting/6426/,General
2010,15-08-2010,"How to Capture Screenshots of Complete Web Pages",897,https://www.ampercent.com/capture-screenshots-of-complete-web-pages/6464/,General
2010,16-08-2010,"How to Make Active Windows Transparent – Look Behind Open Windows",412,https://www.ampercent.com/make-active-windows-transparent-look-behind-open-windows/6498/,General
2010,17-08-2010,"Print Multiple Word Documents Without Opening Them",1094,https://www.ampercent.com/print-multiple-word-documents-without-opening/6502/,General
2010,20-08-2010,"How to Stop Facebook Photo Tagging And Facebook Video Tagging",726,https://www.ampercent.com/stop-facebook-photo-tagging-and-facebook-video-tagging/6512/,General
2010,20-08-2010,"Allow Anyone To Upload Files To a Folder in Your Dropbox Account",675,https://www.ampercent.com/dropbox-uploader-allow-users-upload-files-dropbox-account/6509/,General
2010,21-08-2010,"How to Disable Facebook Places Permanently",589,https://www.ampercent.com/disable-remove-facebook-places/6535/,General
2010,23-08-2010,"Top 5 Video Converters for Windows for Every Video Type",880,https://www.ampercent.com/hd-video-converter-for-windows/6561/,General
2010,26-08-2010,"How to Configure Windows Live Mail For Gmail and Google Apps Accounts",848,https://www.ampercent.com/configure-windows-live-mail-gmail-google-apps/6553/,General
2010,27-08-2010,"How to Run Multiple Instances Of Dropbox on Windows OS",526,https://www.ampercent.com/run-multiple-instances-dropbox-windows/6589/,General
2010,29-08-2010,"10 Myths and Facts About Twitter",588,https://www.ampercent.com/myths-and-facts-about-twitter/6447/,General
2010,29-08-2010,"How to Display Custom Text on Windows Logon Screen",805,https://www.ampercent.com/display-custom-text-on-windows-logon-screen/6596/,General
2010,30-08-2010,"Show RSS Feeds as Your Desktop Background on Windows 7",609,https://www.ampercent.com/show-rss-feeds-desktop-background-windows/6602/,General
2010,01-09-2010,"How To Optimize Image Only Websites For Search Engines And Gain More Traffic",675,https://www.ampercent.com/optimize-image-websites-blogs/6569/,General
2010,02-09-2010,"How to BackUp Firefox Dictionaries and Restore Them After a System Format",521,https://www.ampercent.com/backup-restore-firefox-dictionaries/6610/,General
2010,07-09-2010,"How to Connect Two Computers Without a Router Or Wireless Connection",1203,https://www.ampercent.com/how-to-connect-two-computers-without-a-router-or-wireless-connection/6587/,General
2010,08-09-2010,"How to Use Absolute CSS Positioning And Improve The loading Time Of Your Website",687,https://www.ampercent.com/use-absolute-css-positioning-wordpress/6662/,General
2010,10-09-2010,"Access Files Of a Host Computer From A Remote Computer With ZumoCast",653,https://www.ampercent.com/remotely-access-files-host-computer/6681/,General
2010,13-09-2010,"Control and Monitor Your Network&#8217;s Activity With GFI Webmonitor 2009",1299,https://www.ampercent.com/gfi-webmonitor-internet-network-monitoring/6691/,General
2010,16-09-2010,"Internet Explorer 9 Keyboard Shortcuts",489,https://www.ampercent.com/internet-explorer9-keyboard-shortcuts/6742/,General
2010,17-09-2010,"How To Record High Definition Screencasts With Camtasia Studio",862,https://www.ampercent.com/record-high-definition-screencasts-camtasia-studio/6653/,General
2010,18-09-2010,"Increase File Download Speed On Slow Internet Connection",563,https://www.ampercent.com/increase-file-download-speed-slow-internet-connection/6777/,General
2010,19-09-2010,"Internet Explorer 9 Tips, Tricks And Hacks",709,https://www.ampercent.com/internet-explorer-tips-tricks-hacks/6775/,General
2010,19-09-2010,"How to Setup Parental Controls in Windows 7 &#8211; Restrict Computer And Internet Usage Of Your Kids",810,https://www.ampercent.com/how-to-setup-parental-controls-in-windows-7-restrict-computer-and-internet-usage-of-your-kids/6713/,General
2010,23-09-2010,"Block Websites Using OpenDNS for Better Parental Control",1336,https://www.ampercent.com/block-porn-websites-facebook-orkut-myspace-twitter-windows-firefox-opendns/6758/,General
2010,28-09-2010,"Download AVG Antivirus 2011 And AVG Internet Security 2011 For Free",461,https://www.ampercent.com/free-avg-antivirus-internet-security-2011/6875/,General
2010,01-10-2010,"WordPress Tip: How to Show Advertisements Only on Older Posts",628,https://www.ampercent.com/show-adsense-ads-older-posts-wordpress/6879/,General
2010,04-10-2010,"How to Create an Instant Search For Your Website",495,https://www.ampercent.com/create-instant-search-for-any-website/6938/,General
2010,05-10-2010,"Online Plagiarism And Content Theft: How to Deal With Spam Blogs",1016,https://www.ampercent.com/online-plagiarism-content-theft/6809/,General
2010,07-10-2010,"A Guide To Google Docs Date Functions",642,https://www.ampercent.com/google-docs-date-functions-formulas/6432/,General
